,上價,下價,中價,交易日期,交易量,作物代號,作物名稱,市場代號,市場名稱,平均價,Weekday
5,21.2,9.4,16.6,102.01.27,33351.0,LA1,甘藍-初秋,800,高雄市,16.0,6
6,20.2,7.0,10.7,102.01.27,20490.0,LA1,甘藍-初秋,830,鳳山市,11.83,6
7,20.0,5.8,13.9,102.01.27,16407.0,LA1,甘藍-初秋,900,屏東市,13.5,6
0,20.0,15.0,18.5,102.01.28,6220.0,LA1,甘藍-初秋,514,溪湖鎮,18.5,0
0,16.8,9.0,12.0,102.02.01,64283.0,LA1,甘藍-初秋,104,台北二,12.4,4
1,16.1,10.2,12.4,102.02.01,190690.0,LA1,甘藍-初秋,109,台北一,12.7,4
2,17.4,6.0,9.9,102.02.01,21018.0,LA1,甘藍-初秋,241,三重市,10.7,4
3,14.0,9.3,11.7,102.02.01,4244.0,LA1,甘藍-初秋,338,桃園縣,11.7,4
4,23.3,7.6,12.6,102.02.01,20226.0,LA1,甘藍-初秋,400,台中市,12.7,4
5,18.0,10.0,13.0,102.02.01,29724.0,LA1,甘藍-初秋,512,永靖鄉,12.8,4
6,18.0,11.7,15.5,102.02.01,19890.0,LA1,甘藍-初秋,514,溪湖鎮,15.5,4
7,21.0,9.0,15.0,102.02.01,1747.0,LA1,甘藍-初秋,540,南投市,14.83,4
8,13.3,6.4,11.6,102.02.01,221520.0,LA1,甘藍-初秋,648,西螺鎮,10.9,4
9,20.2,12.5,15.9,102.02.01,34428.0,LA1,甘藍-初秋,800,高雄市,16.1,4
10,18.5,8.0,11.4,102.02.01,19230.0,LA1,甘藍-初秋,830,鳳山市,12.14,4
11,17.0,6.1,11.9,102.02.01,17992.0,LA1,甘藍-初秋,900,屏東市,11.7,4
12,16.5,12.1,14.8,102.02.01,11675.0,LA1,甘藍-初秋,950,花蓮市,14.6,4
0,19.7,12.0,15.8,102.02.02,51626.0,LA1,甘藍-初秋,104,台北二,15.8,5
1,15.5,8.9,11.5,102.02.02,208901.0,LA1,甘藍-初秋,109,台北一,11.8,5
2,15.2,9.5,11.9,102.02.02,13126.0,LA1,甘藍-初秋,241,三重市,12.1,5
3,16.5,10.3,13.6,102.02.02,1528.0,LA1,甘藍-初秋,338,桃園縣,13.6,5
4,16.9,7.4,13.0,102.02.02,18581.0,LA1,甘藍-初秋,400,台中市,13.1,5
5,15.0,10.0,11.0,102.02.02,37804.0,LA1,甘藍-初秋,512,永靖鄉,10.8,5
6,17.0,11.0,15.0,102.02.02,14980.0,LA1,甘藍-初秋,514,溪湖鎮,15.0,5
7,17.0,13.0,16.0,102.02.02,1248.0,LA1,甘藍-初秋,540,南投市,15.41,5
8,13.0,6.3,11.3,102.02.02,227590.0,LA1,甘藍-初秋,648,西螺鎮,10.6,5
9,18.8,9.1,13.1,102.02.02,40021.0,LA1,甘藍-初秋,800,高雄市,13.4,5
10,16.4,6.0,9.7,102.02.02,20160.0,LA1,甘藍-初秋,830,鳳山市,9.7,5
11,14.3,5.8,8.7,102.02.02,21292.0,LA1,甘藍-初秋,900,屏東市,9.2,5
12,17.8,13.0,15.7,102.02.02,13449.5,LA1,甘藍-初秋,950,花蓮市,15.6,5
0,17.4,10.9,14.1,102.02.03,76784.0,LA1,甘藍-初秋,104,台北二,14.1,6
1,17.0,9.2,12.8,102.02.03,192717.0,LA1,甘藍-初秋,109,台北一,12.9,6
2,14.4,4.9,9.9,102.02.03,27716.0,LA1,甘藍-初秋,241,三重市,9.8,6
3,13.6,8.9,11.5,102.02.03,8604.0,LA1,甘藍-初秋,338,桃園縣,11.5,6
4,16.0,7.2,12.5,102.02.03,18405.0,LA1,甘藍-初秋,400,台中市,12.0,6
5,17.0,10.0,14.0,102.02.03,23890.0,LA1,甘藍-初秋,514,溪湖鎮,14.2,6
6,29.0,16.0,20.0,102.02.03,1005.0,LA1,甘藍-初秋,540,南投市,19.07,6
7,12.9,6.2,11.1,102.02.03,29530.0,LA1,甘藍-初秋,648,西螺鎮,10.5,6
8,18.0,9.7,14.2,102.02.03,37380.0,LA1,甘藍-初秋,800,高雄市,14.1,6
9,14.1,5.0,7.9,102.02.03,30050.0,LA1,甘藍-初秋,830,鳳山市,8.59,6
10,13.4,8.1,10.4,102.02.03,16021.0,LA1,甘藍-初秋,900,屏東市,10.5,6
0,15.0,9.0,11.5,102.02.04,40615.0,LA1,甘藍-初秋,512,永靖鄉,11.3,0
1,15.0,10.0,13.5,102.02.04,14350.0,LA1,甘藍-初秋,514,溪湖鎮,13.5,0
2,13.0,6.3,11.3,102.02.04,237235.0,LA1,甘藍-初秋,648,西螺鎮,10.6,0
0,18.8,9.8,14.4,102.02.05,105474.0,LA1,甘藍-初秋,104,台北二,14.4,1
1,17.5,10.7,14.1,102.02.05,240264.0,LA1,甘藍-初秋,109,台北一,14.1,1
2,15.4,9.0,12.6,102.02.05,24093.0,LA1,甘藍-初秋,241,三重市,12.4,1
3,13.8,10.0,11.7,102.02.05,7743.0,LA1,甘藍-初秋,338,桃園縣,11.7,1
4,20.0,7.6,12.8,102.02.05,24610.0,LA1,甘藍-初秋,400,台中市,12.2,1
5,15.0,8.0,11.0,102.02.05,30200.0,LA1,甘藍-初秋,512,永靖鄉,11.0,1
6,15.0,10.0,13.5,102.02.05,19180.0,LA1,甘藍-初秋,514,溪湖鎮,13.8,1
7,21.0,10.0,18.0,102.02.05,2236.0,LA1,甘藍-初秋,540,南投市,17.26,1
8,14.2,7.6,12.5,102.02.05,225488.0,LA1,甘藍-初秋,648,西螺鎮,11.9,1
9,16.8,10.8,13.5,102.02.05,43864.0,LA1,甘藍-初秋,800,高雄市,13.6,1
10,13.3,5.0,7.4,102.02.05,28560.0,LA1,甘藍-初秋,830,鳳山市,8.11,1
11,12.3,1.0,8.6,102.02.05,32302.0,LA1,甘藍-初秋,900,屏東市,7.8,1
12,16.8,9.4,13.0,102.02.05,21499.0,LA1,甘藍-初秋,950,花蓮市,13.0,1
0,17.5,7.2,13.2,102.02.06,124731.0,LA1,甘藍-初秋,104,台北二,12.8,2
1,17.6,11.7,15.2,102.02.06,233275.0,LA1,甘藍-初秋,109,台北一,15.0,2
2,14.8,9.7,12.3,102.02.06,28367.0,LA1,甘藍-初秋,241,三重市,12.3,2
3,14.4,7.0,10.9,102.02.06,7827.0,LA1,甘藍-初秋,338,桃園縣,10.9,2
4,14.2,5.6,10.2,102.02.06,29537.0,LA1,甘藍-初秋,400,台中市,10.6,2
5,15.0,8.0,10.0,102.02.06,32400.0,LA1,甘藍-初秋,512,永靖鄉,9.8,2
6,15.0,8.0,12.5,102.02.06,39985.0,LA1,甘藍-初秋,514,溪湖鎮,12.5,2
7,20.0,8.0,15.0,102.02.06,2883.0,LA1,甘藍-初秋,540,南投市,14.62,2
8,12.6,5.9,10.9,102.02.06,241125.0,LA1,甘藍-初秋,648,西螺鎮,10.2,2
9,17.7,9.8,14.1,102.02.06,38606.0,LA1,甘藍-初秋,800,高雄市,13.9,2
10,12.5,5.0,6.6,102.02.06,33784.0,LA1,甘藍-初秋,830,鳳山市,7.44,2
11,10.3,3.2,6.7,102.02.06,33087.0,LA1,甘藍-初秋,900,屏東市,6.8,2
12,14.7,8.5,11.9,102.02.06,27649.0,LA1,甘藍-初秋,950,花蓮市,11.8,2
0,18.5,5.5,13.1,102.02.07,106349.0,LA1,甘藍-初秋,104,台北二,12.7,3
1,17.8,10.4,14.7,102.02.07,263732.0,LA1,甘藍-初秋,109,台北一,14.4,3
2,15.5,7.6,11.5,102.02.07,31470.0,LA1,甘藍-初秋,241,三重市,11.5,3
3,12.3,6.0,8.8,102.02.07,11135.0,LA1,甘藍-初秋,338,桃園縣,8.8,3
4,16.4,4.6,8.6,102.02.07,36169.0,LA1,甘藍-初秋,400,台中市,8.7,3
5,15.0,10.0,12.0,102.02.07,28230.0,LA1,甘藍-初秋,512,永靖鄉,12.0,3
6,13.0,8.0,11.0,102.02.07,40120.0,LA1,甘藍-初秋,514,溪湖鎮,11.0,3
7,20.0,4.5,12.0,102.02.07,4903.0,LA1,甘藍-初秋,540,南投市,11.65,3
8,12.6,5.9,10.9,102.02.07,250410.0,LA1,甘藍-初秋,648,西螺鎮,10.2,3
9,18.5,10.0,13.8,102.02.07,44633.0,LA1,甘藍-初秋,800,高雄市,14.0,3
10,10.3,3.0,4.8,102.02.07,44365.0,LA1,甘藍-初秋,830,鳳山市,5.57,3
11,10.5,4.9,8.0,102.02.07,26612.0,LA1,甘藍-初秋,900,屏東市,7.9,3
12,14.5,7.1,10.6,102.02.07,28355.5,LA1,甘藍-初秋,950,花蓮市,10.6,3
0,17.9,6.8,12.5,102.02.08,134434.0,LA1,甘藍-初秋,104,台北二,12.5,4
1,15.5,6.2,11.5,102.02.08,330064.0,LA1,甘藍-初秋,109,台北一,11.3,4
2,15.6,7.4,11.6,102.02.08,40153.0,LA1,甘藍-初秋,241,三重市,11.6,4
3,12.0,4.9,8.5,102.02.08,9518.0,LA1,甘藍-初秋,338,桃園縣,8.5,4
4,16.4,6.4,9.5,102.02.08,24913.0,LA1,甘藍-初秋,400,台中市,9.4,4
5,15.0,9.0,11.0,102.02.08,37686.0,LA1,甘藍-初秋,512,永靖鄉,10.9,4
6,13.0,8.0,11.0,102.02.08,40690.0,LA1,甘藍-初秋,514,溪湖鎮,10.8,4
7,22.0,9.0,14.0,102.02.08,2754.0,LA1,甘藍-初秋,540,南投市,13.78,4
8,12.6,5.9,10.9,102.02.08,177625.0,LA1,甘藍-初秋,648,西螺鎮,10.2,4
9,17.6,7.4,12.9,102.02.08,63014.0,LA1,甘藍-初秋,800,高雄市,12.7,4
10,10.5,3.0,4.1,102.02.08,71160.0,LA1,甘藍-初秋,830,鳳山市,5.17,4
11,11.4,6.7,10.4,102.02.08,34216.0,LA1,甘藍-初秋,900,屏東市,9.9,4
12,15.2,6.5,10.1,102.02.08,25197.0,LA1,甘藍-初秋,950,花蓮市,10.4,4
0,10.5,1.4,4.0,102.02.09,59831.0,LA1,甘藍-初秋,104,台北二,4.8,5
1,9.8,3.8,5.3,102.02.09,176318.0,LA1,甘藍-初秋,109,台北一,5.9,5
2,14.7,7.8,11.3,102.02.09,16114.0,LA1,甘藍-初秋,241,三重市,11.3,5
3,9.8,3.6,6.0,102.02.09,9701.0,LA1,甘藍-初秋,338,桃園縣,6.0,5
4,14.3,7.3,9.5,102.02.09,13505.0,LA1,甘藍-初秋,400,台中市,10.1,5
5,12.0,7.0,10.5,102.02.09,32860.0,LA1,甘藍-初秋,514,溪湖鎮,10.5,5
6,23.0,6.0,16.0,102.02.09,1888.0,LA1,甘藍-初秋,540,南投市,15.31,5
7,17.0,9.1,13.1,102.02.09,26928.0,LA1,甘藍-初秋,800,高雄市,13.1,5
8,12.1,6.0,9.3,102.02.09,8780.0,LA1,甘藍-初秋,830,鳳山市,9.2,5
9,14.5,4.6,10.6,102.02.09,12471.0,LA1,甘藍-初秋,900,屏東市,10.2,5
0,11.6,8.0,10.0,102.02.11,6690.0,LA1,甘藍-初秋,514,溪湖鎮,10.2,0
0,11.0,6.0,9.5,102.02.12,10200.0,LA1,甘藍-初秋,514,溪湖鎮,9.5,1
0,11.5,7.0,9.5,102.02.13,7130.0,LA1,甘藍-初秋,514,溪湖鎮,9.5,2
1,11.3,2.8,6.6,102.02.13,17403.5,LA1,甘藍-初秋,950,花蓮市,6.8,2
0,12.0,7.0,9.0,102.02.14,38200.0,LA1,甘藍-初秋,512,永靖鄉,9.0,3
1,13.0,7.4,10.0,102.02.14,18070.0,LA1,甘藍-初秋,514,溪湖鎮,10.0,3
2,12.5,5.8,10.8,102.02.14,168130.0,LA1,甘藍-初秋,648,西螺鎮,10.2,3
3,7.7,2.3,4.2,102.02.14,17860.5,LA1,甘藍-初秋,950,花蓮市,4.5,3
0,8.9,3.5,5.6,102.02.15,73069.0,LA1,甘藍-初秋,104,台北二,5.8,4
1,10.8,3.9,7.3,102.02.15,213608.0,LA1,甘藍-初秋,109,台北一,7.3,4
2,13.1,7.0,9.8,102.02.15,14784.0,LA1,甘藍-初秋,241,三重市,9.9,4
3,12.5,6.6,10.4,102.02.15,2872.0,LA1,甘藍-初秋,338,桃園縣,10.4,4
4,15.3,7.0,10.9,102.02.15,18713.0,LA1,甘藍-初秋,400,台中市,10.5,4
5,15.0,8.0,9.5,102.02.15,33000.0,LA1,甘藍-初秋,512,永靖鄉,9.5,4
6,15.0,8.0,11.0,102.02.15,23150.0,LA1,甘藍-初秋,514,溪湖鎮,11.0,4
7,18.0,11.0,15.0,102.02.15,1849.0,LA1,甘藍-初秋,540,南投市,14.67,4
8,12.3,5.3,10.3,102.02.15,157470.0,LA1,甘藍-初秋,648,西螺鎮,9.7,4
9,15.7,9.3,12.0,102.02.15,39803.0,LA1,甘藍-初秋,800,高雄市,12.2,4
10,12.8,4.0,6.8,102.02.15,32162.0,LA1,甘藍-初秋,830,鳳山市,7.43,4
11,15.8,2.7,8.2,102.02.15,21806.0,LA1,甘藍-初秋,900,屏東市,8.6,4
12,10.1,3.2,5.0,102.02.15,11751.5,LA1,甘藍-初秋,950,花蓮市,5.6,4
0,10.1,3.5,6.9,102.02.16,63955.0,LA1,甘藍-初秋,104,台北二,6.9,5
1,11.5,4.8,8.8,102.02.16,146919.0,LA1,甘藍-初秋,109,台北一,8.6,5
2,10.5,4.6,7.0,102.02.16,20965.0,LA1,甘藍-初秋,241,三重市,7.2,5
3,8.0,4.6,6.3,102.02.16,6840.0,LA1,甘藍-初秋,338,桃園縣,6.3,5
4,17.8,7.8,11.2,102.02.16,20097.0,LA1,甘藍-初秋,400,台中市,11.3,5
5,12.0,8.0,10.0,102.02.16,48800.0,LA1,甘藍-初秋,512,永靖鄉,10.0,5
6,12.0,6.7,10.0,102.02.16,29190.0,LA1,甘藍-初秋,514,溪湖鎮,10.0,5
7,15.0,7.0,13.0,102.02.16,2058.0,LA1,甘藍-初秋,540,南投市,12.56,5
8,11.7,5.0,9.2,102.02.16,178015.0,LA1,甘藍-初秋,648,西螺鎮,8.9,5
9,14.7,6.6,11.4,102.02.16,44447.0,LA1,甘藍-初秋,800,高雄市,11.1,5
10,12.7,2.5,4.4,102.02.16,47090.0,LA1,甘藍-初秋,830,鳳山市,5.69,5
11,14.4,4.8,7.8,102.02.16,19798.0,LA1,甘藍-初秋,900,屏東市,8.5,5
12,12.4,5.2,7.6,102.02.16,12299.0,LA1,甘藍-初秋,950,花蓮市,8.1,5
0,13.2,6.5,10.4,102.02.17,57838.0,LA1,甘藍-初秋,104,台北二,10.2,6
1,11.8,6.6,9.2,102.02.17,186538.0,LA1,甘藍-初秋,109,台北一,9.2,6
2,9.6,4.2,6.1,102.02.17,21789.0,LA1,甘藍-初秋,241,三重市,6.4,6
3,10.5,9.0,9.4,102.02.17,1340.0,LA1,甘藍-初秋,338,桃園縣,9.4,6
4,15.2,5.0,9.6,102.02.17,30729.0,LA1,甘藍-初秋,400,台中市,7.9,6
5,11.6,6.7,9.5,102.02.17,33080.0,LA1,甘藍-初秋,514,溪湖鎮,9.5,6
6,15.0,5.0,13.0,102.02.17,2544.0,LA1,甘藍-初秋,540,南投市,12.68,6
7,14.3,7.4,11.4,102.02.17,38195.0,LA1,甘藍-初秋,800,高雄市,11.2,6
8,13.2,3.5,5.4,102.02.17,39190.0,LA1,甘藍-初秋,830,鳳山市,6.56,6
9,12.1,5.8,8.8,102.02.17,18285.0,LA1,甘藍-初秋,900,屏東市,8.9,6
10,15.2,6.2,9.5,102.02.17,11229.5,LA1,甘藍-初秋,950,花蓮市,10.0,6
0,11.0,8.0,9.5,102.02.18,48700.0,LA1,甘藍-初秋,512,永靖鄉,9.4,0
1,11.6,6.7,9.5,102.02.18,17200.0,LA1,甘藍-初秋,514,溪湖鎮,9.5,0
2,10.0,4.0,8.4,102.02.18,198970.0,LA1,甘藍-初秋,648,西螺鎮,7.8,0
0,8.4,3.4,5.3,102.02.19,100974.0,LA1,甘藍-初秋,104,台北二,5.5,1
1,8.6,3.6,5.4,102.02.19,258040.0,LA1,甘藍-初秋,109,台北一,5.7,1
2,7.4,3.6,5.2,102.02.19,21208.0,LA1,甘藍-初秋,241,三重市,5.3,1
3,9.3,5.6,7.6,102.02.19,2800.0,LA1,甘藍-初秋,338,桃園縣,7.6,1
4,10.1,3.8,6.9,102.02.19,26809.0,LA1,甘藍-初秋,400,台中市,6.4,1
5,10.0,8.0,9.5,102.02.19,50220.0,LA1,甘藍-初秋,512,永靖鄉,9.0,1
6,10.0,5.0,8.5,102.02.19,27692.0,LA1,甘藍-初秋,514,溪湖鎮,8.5,1
7,12.0,5.0,9.0,102.02.19,3503.0,LA1,甘藍-初秋,540,南投市,8.52,1
8,9.0,3.4,6.7,102.02.19,187402.0,LA1,甘藍-初秋,648,西螺鎮,6.5,1
9,12.2,6.2,10.2,102.02.19,41721.0,LA1,甘藍-初秋,800,高雄市,9.8,1
10,12.5,4.0,5.6,102.02.19,36210.0,LA1,甘藍-初秋,830,鳳山市,6.68,1
11,11.9,4.9,8.4,102.02.19,21324.0,LA1,甘藍-初秋,900,屏東市,8.4,1
12,11.0,4.8,7.5,102.02.19,19749.0,LA1,甘藍-初秋,950,花蓮市,7.7,1
0,6.3,2.1,4.3,102.02.20,83776.0,LA1,甘藍-初秋,104,台北二,4.3,2
1,7.7,3.0,4.8,102.02.20,239964.0,LA1,甘藍-初秋,109,台北一,5.0,2
2,6.4,3.0,4.5,102.02.20,23093.0,LA1,甘藍-初秋,241,三重市,4.6,2
3,6.5,2.6,5.1,102.02.20,11450.0,LA1,甘藍-初秋,338,桃園縣,5.1,2
4,13.9,3.1,5.3,102.02.20,22549.0,LA1,甘藍-初秋,400,台中市,5.9,2
5,9.0,7.0,8.5,102.02.20,41766.0,LA1,甘藍-初秋,512,永靖鄉,8.4,2
6,8.4,4.5,7.5,102.02.20,29720.0,LA1,甘藍-初秋,514,溪湖鎮,7.7,2
7,12.0,6.0,10.0,102.02.20,1136.0,LA1,甘藍-初秋,540,南投市,9.38,2
8,8.1,3.4,6.4,102.02.20,197590.0,LA1,甘藍-初秋,648,西螺鎮,6.1,2
9,12.0,6.5,9.4,102.02.20,40525.0,LA1,甘藍-初秋,800,高雄市,9.3,2
10,11.5,3.0,5.0,102.02.20,48780.0,LA1,甘藍-初秋,830,鳳山市,5.88,2
11,11.1,2.8,6.8,102.02.20,29862.0,LA1,甘藍-初秋,900,屏東市,6.9,2
12,7.2,1.6,4.0,102.02.20,17410.5,LA1,甘藍-初秋,950,花蓮市,4.1,2
0,8.4,2.5,4.7,102.02.21,87777.0,LA1,甘藍-初秋,104,台北二,5.0,3
1,6.3,2.8,4.3,102.02.21,168647.0,LA1,甘藍-初秋,109,台北一,4.4,3
2,5.9,3.6,4.4,102.02.21,15646.0,LA1,甘藍-初秋,241,三重市,4.6,3
3,5.7,3.2,4.5,102.02.21,4480.0,LA1,甘藍-初秋,338,桃園縣,4.5,3
4,9.6,2.9,4.9,102.02.21,15024.0,LA1,甘藍-初秋,400,台中市,5.3,3
5,8.0,6.0,7.0,102.02.21,56600.0,LA1,甘藍-初秋,512,永靖鄉,7.0,3
6,8.3,4.0,6.7,102.02.21,32700.0,LA1,甘藍-初秋,514,溪湖鎮,6.7,3
7,11.0,4.5,8.0,102.02.21,2506.0,LA1,甘藍-初秋,540,南投市,7.72,3
8,6.4,3.3,5.3,102.02.21,186865.0,LA1,甘藍-初秋,648,西螺鎮,5.2,3
9,10.6,2.2,7.8,102.02.21,57756.0,LA1,甘藍-初秋,800,高雄市,7.2,3
10,9.1,1.8,3.3,102.02.21,50155.0,LA1,甘藍-初秋,830,鳳山市,4.16,3
11,9.2,1.7,4.2,102.02.21,32955.0,LA1,甘藍-初秋,900,屏東市,4.7,3
12,5.2,2.3,3.5,102.02.21,13041.0,LA1,甘藍-初秋,950,花蓮市,3.6,3
0,8.4,4.1,6.8,102.02.22,38303.0,LA1,甘藍-初秋,104,台北二,6.6,4
1,8.5,4.9,7.1,102.02.22,131629.0,LA1,甘藍-初秋,109,台北一,7.0,4
2,5.0,1.7,3.0,102.02.22,13477.0,LA1,甘藍-初秋,241,三重市,3.2,4
3,6.0,2.8,4.3,102.02.22,2467.0,LA1,甘藍-初秋,338,桃園縣,4.3,4
4,8.3,3.5,5.0,102.02.22,14369.0,LA1,甘藍-初秋,400,台中市,4.9,4
5,8.0,5.0,6.5,102.02.22,64000.0,LA1,甘藍-初秋,512,永靖鄉,6.3,4
6,8.0,4.0,6.5,102.02.22,38980.0,LA1,甘藍-初秋,514,溪湖鎮,6.5,4
7,10.0,2.0,6.0,102.02.22,2781.0,LA1,甘藍-初秋,540,南投市,5.31,4
8,6.3,3.4,5.0,102.02.22,204770.0,LA1,甘藍-初秋,648,西螺鎮,5.0,4
9,10.2,4.5,8.0,102.02.22,43498.0,LA1,甘藍-初秋,800,高雄市,7.7,4
10,8.8,2.0,3.8,102.02.22,62465.0,LA1,甘藍-初秋,830,鳳山市,3.8,4
11,7.7,1.4,4.4,102.02.22,27425.0,LA1,甘藍-初秋,900,屏東市,4.5,4
12,6.5,2.7,4.6,102.02.22,14166.0,LA1,甘藍-初秋,950,花蓮市,4.6,4
0,10.8,4.5,8.7,102.02.23,53600.0,LA1,甘藍-初秋,104,台北二,8.2,5
1,10.3,5.5,8.5,102.02.23,157261.0,LA1,甘藍-初秋,109,台北一,8.3,5
2,10.4,3.8,6.5,102.02.23,7531.0,LA1,甘藍-初秋,241,三重市,6.7,5
3,8.0,6.0,7.5,102.02.23,760.0,LA1,甘藍-初秋,338,桃園縣,7.5,5
4,8.7,4.4,6.6,102.02.23,11295.0,LA1,甘藍-初秋,400,台中市,6.4,5
5,8.0,5.0,6.5,102.02.23,66200.0,LA1,甘藍-初秋,512,永靖鄉,6.3,5
6,7.0,4.0,5.8,102.02.23,38955.0,LA1,甘藍-初秋,514,溪湖鎮,5.8,5
7,8.0,3.0,6.0,102.02.23,1587.0,LA1,甘藍-初秋,540,南投市,5.36,5
8,6.4,3.4,5.0,102.02.23,214840.0,LA1,甘藍-初秋,648,西螺鎮,5.0,5
9,10.8,7.5,9.2,102.02.23,34230.0,LA1,甘藍-初秋,800,高雄市,9.2,5
10,6.9,2.0,2.8,102.02.23,59515.0,LA1,甘藍-初秋,830,鳳山市,3.45,5
11,8.8,4.7,6.9,102.02.23,16653.0,LA1,甘藍-初秋,900,屏東市,6.8,5
12,10.8,4.6,8.4,102.02.23,17681.5,LA1,甘藍-初秋,950,花蓮市,8.2,5
0,11.3,6.1,9.6,102.02.24,108876.0,LA1,甘藍-初秋,104,台北二,9.2,6
1,10.9,6.7,8.9,102.02.24,209289.0,LA1,甘藍-初秋,109,台北一,8.9,6
2,11.3,5.3,8.5,102.02.24,8806.0,LA1,甘藍-初秋,241,三重市,8.4,6
3,10.0,7.8,9.3,102.02.24,4800.0,LA1,甘藍-初秋,338,桃園縣,9.3,6
4,10.2,5.8,8.0,102.02.24,17911.0,LA1,甘藍-初秋,400,台中市,8.0,6
5,6.7,4.3,6.0,102.02.24,27980.0,LA1,甘藍-初秋,514,溪湖鎮,6.0,6
6,10.0,4.0,8.0,102.02.24,1030.0,LA1,甘藍-初秋,540,南投市,7.22,6
7,10.9,6.9,9.0,102.02.24,35985.0,LA1,甘藍-初秋,800,高雄市,9.0,6
8,7.5,3.0,4.6,102.02.24,48290.0,LA1,甘藍-初秋,830,鳳山市,4.86,6
9,11.8,4.9,8.2,102.02.24,16164.0,LA1,甘藍-初秋,900,屏東市,8.3,6
0,7.0,5.0,6.5,102.02.25,10260.0,LA1,甘藍-初秋,514,溪湖鎮,6.5,0
1,6.3,3.4,5.0,102.02.25,171690.0,LA1,甘藍-初秋,648,西螺鎮,5.0,0
0,9.0,5.0,6.5,102.02.26,65000.0,LA1,甘藍-初秋,512,永靖鄉,6.4,1
1,7.0,4.5,6.0,102.02.26,35100.0,LA1,甘藍-初秋,514,溪湖鎮,6.0,1
2,6.5,3.4,5.0,102.02.26,202510.0,LA1,甘藍-初秋,648,西螺鎮,5.0,1
3,8.1,3.5,4.3,102.02.26,36120.0,LA1,甘藍-初秋,830,鳳山市,4.87,1
4,12.7,5.1,8.3,102.02.26,19086.0,LA1,甘藍-初秋,950,花蓮市,8.6,1
0,7.8,3.3,5.2,102.02.27,144771.0,LA1,甘藍-初秋,104,台北二,5.3,2
1,7.0,2.6,4.9,102.02.27,307685.0,LA1,甘藍-初秋,109,台北一,4.9,2
2,5.2,2.8,3.5,102.02.27,44367.0,LA1,甘藍-初秋,241,三重市,3.7,2
3,12.0,4.0,8.8,102.02.27,7387.0,LA1,甘藍-初秋,338,桃園縣,8.8,2
4,8.7,4.0,6.3,102.02.27,25473.0,LA1,甘藍-初秋,400,台中市,6.2,2
5,8.0,5.0,6.0,102.02.27,72950.0,LA1,甘藍-初秋,512,永靖鄉,6.0,2
6,7.5,4.4,6.0,102.02.27,40210.0,LA1,甘藍-初秋,514,溪湖鎮,5.8,2
7,10.0,4.0,8.0,102.02.27,2302.0,LA1,甘藍-初秋,540,南投市,7.72,2
8,6.5,3.4,5.0,102.02.27,213480.0,LA1,甘藍-初秋,648,西螺鎮,5.0,2
9,9.9,6.7,8.4,102.02.27,43347.0,LA1,甘藍-初秋,800,高雄市,8.4,2
10,8.1,3.5,4.3,102.02.27,36480.0,LA1,甘藍-初秋,830,鳳山市,4.87,2
11,10.5,3.2,7.3,102.02.27,29960.0,LA1,甘藍-初秋,900,屏東市,7.1,2
12,10.3,3.2,6.3,102.02.27,16747.5,LA1,甘藍-初秋,950,花蓮市,6.5,2
0,6.4,2.5,4.2,102.02.28,97113.0,LA1,甘藍-初秋,104,台北二,4.3,3
1,5.6,2.6,3.9,102.02.28,251416.0,LA1,甘藍-初秋,109,台北一,4.0,3
2,4.8,2.3,3.5,102.02.28,23987.0,LA1,甘藍-初秋,241,三重市,3.5,3
3,7.2,4.6,5.8,102.02.28,4930.0,LA1,甘藍-初秋,338,桃園縣,5.8,3
4,7.4,3.0,5.2,102.02.28,23665.0,LA1,甘藍-初秋,400,台中市,5.0,3
5,8.0,5.0,6.0,102.02.28,85000.0,LA1,甘藍-初秋,512,永靖鄉,5.8,3
6,6.7,4.0,5.7,102.02.28,39050.0,LA1,甘藍-初秋,514,溪湖鎮,5.7,3
7,8.0,3.0,6.0,102.02.28,3064.0,LA1,甘藍-初秋,540,南投市,5.9,3
8,6.3,3.4,5.0,102.02.28,193880.0,LA1,甘藍-初秋,648,西螺鎮,5.0,3
9,9.3,6.0,7.6,102.02.28,39814.0,LA1,甘藍-初秋,800,高雄市,7.6,3
10,9.4,3.0,4.2,102.02.28,46940.0,LA1,甘藍-初秋,830,鳳山市,5.03,3
11,10.1,2.4,6.3,102.02.28,24604.0,LA1,甘藍-初秋,900,屏東市,6.3,3
12,7.0,2.7,4.4,102.02.28,15473.5,LA1,甘藍-初秋,950,花蓮市,4.6,3
0,6.6,2.7,4.1,102.03.01,92289.0,LA1,甘藍-初秋,104,台北二,4.3,4
1,6.6,3.2,4.8,102.03.01,171962.0,LA1,甘藍-初秋,109,台北一,4.9,4
2,5.1,3.2,4.0,102.03.01,15796.0,LA1,甘藍-初秋,241,三重市,4.1,4
3,6.1,4.2,5.5,102.03.01,4906.0,LA1,甘藍-初秋,338,桃園縣,5.5,4
4,7.2,2.4,4.5,102.03.01,20732.0,LA1,甘藍-初秋,400,台中市,4.5,4
5,8.0,5.0,5.5,102.03.01,74200.0,LA1,甘藍-初秋,512,永靖鄉,5.5,4
6,6.5,3.7,5.3,102.03.01,48078.0,LA1,甘藍-初秋,514,溪湖鎮,5.3,4
7,7.0,1.0,4.0,102.03.01,2790.0,LA1,甘藍-初秋,540,南投市,3.76,4
